Date,Sales,Month,Day,DayOfWeek,WeekOfYear,IsWeekend,Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Mean_7,Rolling_Mean_30
2017-04-23,1199.222,4,23,6,16,1,947.692,944.429,5360.202,1257.298,1230.197714285713,1687.4494266666666
2017-04-24,928.558,4,24,0,17,0,1199.222,3431.4590000000003,19.98,3567.026,1266.5967142857132,1685.5135599999999
2017-04-25,678.113,4,25,1,17,0,928.558,0.0,10668.096,3252.88,909.0394285714273,1597.5646266666668
2017-04-26,61.608000000000004,4,26,2,17,0,678.113,0.0,2639.638,2933.516,1005.912714285713,1511.7390599999999
2017-04-27,576.5756,4,27,3,17,0,61.608000000000004,2033.24,1345.824,1504.702,1014.7138571428559,1416.0087933333334
2017-04-28,795.296,4,28,4,17,0,576.5756,1254.564,652.93,81.4,806.6189428571416,1385.0712466666666
2017-04-29,1053.26,4,29,5,17,1,795.296,947.692,332.33799999999997,656.407,741.0092285714272,1408.86778
2017-04-30,1390.126,4,30,6,17,1,1053.26,1199.222,944.429,4981.0108,756.0903714285702,1422.0962133333335
2017-05-01,0.0,5,1,0,18,0,1390.126,928.558,3431.4590000000003,0.0,783.3623714285702,1302.4000533333333
2017-05-02,2263.012,5,2,1,18,0,0.0,678.113,0.0,32.67,650.7112285714273,1302.4000533333333
2017-05-03,1240.02,5,3,2,18,0,2263.012,61.608000000000004,0.0,228.822,877.1253714285701,1376.7447866666666
2017-05-04,0.0,5,4,3,18,0,1240.02,576.5756,2033.24,808.47,1045.4699428571416,1410.4513866666666
2017-05-05,185.123,5,5,4,18,0,0.0,795.296,1254.564,1389.405,963.1019999999987,1383.5023866666666
2017-05-06,491.11199999999997,5,6,5,18,1,185.123,1053.26,947.692,279.414,875.9344285714271,1343.3596533333332
2017-05-07,476.35400000000004,5,7,6,18,1,491.11199999999997,1390.126,1199.222,0.0,795.6275714285701,1350.4162533333333
2017-05-08,503.676,5,8,0,19,0,476.35400000000004,0.0,928.558,20.07,665.088714285713,1366.29472
2017-05-09,327.044,5,9,1,19,0,503.676,2263.012,678.113,5360.202,737.0424285714273,1382.41492
2017-05-10,6684.616,5,10,2,19,0,327.044,1240.02,61.608000000000004,19.98,460.4755714285701,1214.6429866666665
2017-05-11,2355.064,5,11,3,19,0,6684.616,0.0,576.5756,10668.096,1238.2749999999985,1436.79752
2017-05-12,1453.136,5,12,4,19,0,2355.064,185.123,795.296,2639.638,1574.712714285713,1159.6964533333335
2017-05-13,3066.378,5,13,5,19,1,1453.136,491.11199999999997,1053.26,1345.824,1755.8574285714271,1120.1463866666668
2017-05-14,4182.062,5,14,6,19,1,3066.378,476.35400000000004,1390.126,652.93,2123.75257142857,1177.4981866666667
2017-05-15,421.264,5,15,0,20,0,4182.062,503.676,0.0,332.33799999999997,2653.139428571427,1295.1359200000002
2017-05-16,221.024,5,16,1,20,0,421.264,327.044,2263.012,944.429,2641.3662857142845,1298.1001199999998
2017-05-17,0.0,5,17,2,20,0,221.024,6684.616,1240.02,3431.4590000000003,2626.2205714285697,1273.98662
2017-05-18,1830.508,5,18,3,20,0,0.0,2355.064,0.0,0.0,1671.2754285714273,1159.604653333333
2017-05-19,4919.182,5,19,4,20,0,1830.508,1453.136,185.123,0.0,1596.3388571428557,1220.6215866666666
2017-05-20,2997.578,5,20,5,20,1,4919.182,3066.378,491.11199999999997,2033.24,2091.4882857142843,1384.59432
2017-05-21,538.02,5,21,6,20,1,2997.578,4182.062,476.35400000000004,1254.564,2081.6597142857127,1416.73892
2017-05-22,336.56199999999995,5,22,0,21,0,538.02,421.264,503.676,947.692,1561.0822857142844,1392.85412
2017-05-23,241.436,5,23,1,21,0,336.56199999999995,221.024,327.044,1199.222,1548.9819999999986,1372.48312
2017-05-24,0.0,5,24,2,21,0,241.436,0.0,6684.616,928.558,1551.8979999999985,1340.5569199999998
2017-05-25,886.0260000000001,5,25,3,21,0,0.0,1830.508,2355.064,678.113,1551.8979999999985,1309.6049866666665
2017-05-26,270.24,5,26,4,21,0,886.0260000000001,4919.182,1453.136,61.608000000000004,1416.9719999999984,1316.5354200000002
2017-05-27,2084.908,5,27,5,21,1,270.24,2997.578,3066.378,576.5756,752.837428571427,1323.48982
2017-05-28,1480.103,5,28,6,21,1,2084.908,538.02,4182.062,795.296,622.4559999999984,1373.7675666666667
2017-05-29,691.1080000000001,5,29,0,22,0,1480.103,336.56199999999995,421.264,1053.26,757.0392857142841,1396.5944666666664
2017-05-30,736.8904,5,30,1,22,0,691.1080000000001,241.436,221.024,1390.126,807.6887142857128,1384.5227333333335
2017-05-31,0.0,5,31,2,22,0,736.8904,0.0,0.0,0.0,878.4679142857128,1362.7482133333333
2017-06-01,33.74,6,1,3,22,0,0.0,886.0260000000001,1830.508,2263.012,878.4679142857128,1362.7482133333333
2017-06-02,904.354,6,2,4,22,0,33.74,270.24,4919.182,1240.02,756.7127714285698,1288.4391466666668
2017-06-03,778.236,6,3,5,22,1,904.354,2084.908,2997.578,0.0,847.3004857142842,1277.25028
2017-06-04,114.41999999999999,6,4,6,22,1,778.236,1480.103,538.02,185.123,660.6330571428556,1303.19148
2017-06-05,3183.3698,6,5,0,23,0,114.41999999999999,691.1080000000001,336.56199999999995,491.11199999999997,465.53548571428416,1300.8347133333334
2017-06-06,31.349999999999998,6,6,1,23,0,3183.3698,736.8904,241.436,476.35400000000004,821.5728857142841,1390.57664
2017-06-07,380.37800000000004,6,7,2,23,0,31.349999999999998,0.0,0.0,503.676,720.7813999999984,1375.7431733333333
2017-06-08,1424.026,6,8,3,23,0,380.37800000000004,33.74,886.0260000000001,327.044,775.1211142857127,1371.63324
2017-06-09,0.0,6,9,4,23,0,1424.026,904.354,270.24,6684.616,973.7333999999984,1408.1993066666664
2017-06-10,1499.652,6,10,5,23,1,0.0,778.236,2084.908,2355.064,844.5399714285697,1185.3787733333331
2017-06-11,4288.75,6,11,6,23,1,1499.652,114.41999999999999,1480.103,1453.136,947.5993999999984,1156.86504
2017-06-12,10.68,6,12,0,24,0,4288.75,3183.3698,691.1080000000001,3066.378,1543.9322571428554,1251.3855066666665
2017-06-13,1156.018,6,13,1,24,0,10.68,31.349999999999998,736.8904,4182.062,1090.6908571428555,1149.5289066666667
2017-06-14,0.0,6,14,2,24,0,1156.018,380.37800000000004,0.0,421.264,1251.3577142857125,1048.6607733333333
2017-06-15,4057.51,6,15,3,24,0,0.0,1424.026,33.74,221.024,1197.0179999999984,1034.61864
2017-06-16,2724.194,6,16,4,24,0,4057.51,0.0,904.354,0.0,1573.2299999999984,1162.5015066666667
2017-06-17,3896.672,6,17,5,24,1,2724.194,1499.652,778.236,1830.508,1962.40057142857,1253.3079733333334
2017-06-18,1031.1555,6,18,6,24,1,3896.672,4288.75,114.41999999999999,4919.182,2304.8319999999985,1322.1801066666667
2017-06-19,2115.941,6,19,0,25,0,1031.1555,10.68,3183.3698,2997.578,1839.4613571428558,1192.5792233333334
2017-06-20,1028.228,6,20,1,25,0,2115.941,1156.018,31.349999999999998,538.02,2140.212928571427,1163.1913233333335
2017-06-21,595.656,6,21,2,25,0,1028.228,0.0,380.37800000000004,336.56199999999995,2121.957214285713,1179.5315899999998
2017-06-22,579.019,6,22,3,25,0,595.656,4057.51,1424.026,241.436,2207.050928571427,1188.1680566666666
2017-06-23,0.0,6,23,4,25,0,579.019,2724.194,0.0,0.0,1710.1236428571412,1199.4208233333334
2017-06-24,1287.614,6,24,5,25,1,0.0,3896.672,1499.652,886.0260000000001,1320.95307142857,1199.4208233333334
2017-06-25,1508.3519999999999,6,25,6,25,1,1287.614,1031.1555,4288.75,270.24,948.2304999999984,1212.80709
2017-06-26,4224.136,6,26,0,26,0,1508.3519999999999,2115.941,10.68,2084.908,1016.4014285714269,1254.0774900000001
2017-06-27,1644.906,6,27,1,26,0,4224.136,1028.228,1156.018,1480.103,1317.5721428571414,1325.38509
2017-06-28,0.0,6,28,2,26,0,1644.906,595.656,0.0,691.1080000000001,1405.6689999999985,1330.8785233333333
2017-06-29,4521.9912,6,29,3,26,0,0.0,579.019,4057.51,736.8904,1320.575285714284,1307.84159
2017-06-30,4721.977,6,30,4,26,0,4521.9912,0.0,2724.194,0.0,1883.857028571427,1434.0116166666667
2017-07-01,3395.59,7,1,5,26,1,4721.977,1287.614,3896.672,33.74,2558.42517142857,1591.41085
2017-07-02,0.0,7,2,6,26,1,3395.59,1508.3519999999999,1031.1555,904.354,2859.5645999999983,1703.472516666667
2017-07-03,166.59,7,3,0,27,0,0.0,4224.136,2115.941,778.236,2644.085742857141,1673.3273833333333
2017-07-04,1971.2905,7,4,1,27,0,166.59,1644.906,1028.228,114.41999999999999,2064.436314285713,1652.9391833333332
2017-07-05,2549.4680000000003,7,5,2,27,0,1971.2905,0.0,595.656,3183.3698,2111.06267142857,1714.8348666666668
2017-07-06,0.0,7,6,3,27,0,2549.4680000000003,4521.9912,579.019,31.349999999999998,2475.272385714284,1693.7048066666669
2017-07-07,1620.25,7,7,4,27,0,0.0,4721.977,0.0,380.37800000000004,1829.273642857141,1692.6598066666668
2017-07-08,3479.624,7,8,5,27,1,1620.25,3395.59,1287.614,1424.026,1386.1697857142842,1733.9888733333332
2017-07-09,3848.565,7,9,6,27,1,3479.624,0.0,1508.3519999999999,0.0,1398.1746428571412,1802.5088066666665
2017-07-10,2749.21,7,10,0,28,0,3848.565,166.59,4224.136,1499.652,1947.9696428571413,1930.7943066666667
2017-07-11,2413.378,7,11,1,28,0,2749.21,1971.2905,1644.906,4288.75,2316.9153571428556,1972.44624
2017-07-12,2916.5139999999997,7,12,2,28,0,2413.378,2549.4680000000003,0.0,10.68,2380.0707142857127,1909.9338400000001
2017-07-13,504.542,7,13,3,28,0,2916.5139999999997,0.0,4521.9912,1156.018,2432.505857142856,2006.7949733333332
2017-07-14,3598.9339999999997,7,14,4,28,0,504.542,1620.25,4721.977,0.0,2504.583285714284,1985.0791066666668
2017-07-15,2132.2290000000003,7,15,5,28,1,3598.9339999999997,3479.624,3395.59,4057.51,2787.252428571427,2105.0435733333334
2017-07-16,316.636,7,16,6,28,1,2132.2290000000003,3848.565,0.0,2724.194,2594.767428571427,2040.86754
2017-07-17,2191.873,7,17,0,29,0,316.636,2749.21,166.59,3896.672,2090.206142857141,1960.6156066666665
2017-07-18,2106.794,7,18,1,29,0,2191.873,2413.378,1971.2905,1031.1555,2010.5865714285699,1903.7889733333332
2017-07-19,0.0,7,19,2,29,0,2106.794,2916.5139999999997,2549.4680000000003,2115.941,1966.7888571428555,1939.64359
2017-07-20,2283.208,7,20,3,29,0,0.0,504.542,0.0,1028.228,1550.1439999999984,1869.1122233333333
2017-07-21,3685.944,7,21,4,29,0,2283.208,3598.9339999999997,1620.25,595.656,1804.2391428571411,1910.94489
2017-07-22,556.3140000000001,7,22,5,29,1,3685.944,2132.2290000000003,3479.624,579.019,1816.6691428571412,2013.95449
2017-07-23,898.188,7,23,6,29,1,556.3140000000001,316.636,3848.565,0.0,1591.538428571427,2013.1976566666667
2017-07-24,2399.96,7,24,0,30,0,898.188,2191.873,2749.21,1287.614,1674.6172857142842,2043.1372566666666
2017-07-25,798.742,7,25,1,30,0,2399.96,2106.794,2413.378,1508.3519999999999,1704.3439999999985,2080.215456666667
2017-07-26,2012.3020000000001,7,26,2,30,0,798.742,0.0,2916.5139999999997,4224.136,1517.479428571427,2056.56179
2017-07-27,1142.6799999999998,7,27,3,30,0,2012.3020000000001,2283.208,504.542,1644.906,1804.9511428571416,1982.83399
2017-07-28,1170.5639999999999,7,28,4,30,0,1142.6799999999998,3685.944,3598.9339999999997,0.0,1642.0185714285697,1966.093123333333
2017-07-29,1391.294,7,29,5,30,1,1170.5639999999999,556.3140000000001,2132.2290000000003,4521.9912,1282.67857142857,2005.1119233333334
2017-07-30,523.376,7,30,6,30,1,1391.294,898.188,316.636,4721.977,1401.961428571427,1900.75535
2017-07-31,1558.028,7,31,0,31,0,523.376,2399.96,2191.873,3395.59,1348.4168571428556,1760.8019833333335
2017-08-01,892.98,8,1,1,31,0,1558.028,798.742,2106.794,0.0,1228.1408571428558,1699.5499166666666
2017-08-02,0.0,8,2,2,31,0,892.98,2012.3020000000001,0.0,166.59,1241.603428571427,1729.3159166666667
2017-08-03,843.1,8,3,3,31,0,0.0,1142.6799999999998,2283.208,1971.2905,954.1317142857127,1723.7629166666668
2017-08-04,6401.93,8,4,4,31,0,843.1,1170.5639999999999,3685.944,2549.4680000000003,911.3345714285698,1686.1565666666668
2017-08-05,3658.554,8,5,5,31,1,6401.93,1391.294,556.3140000000001,0.0,1658.6725714285699,1814.5719666666666
2017-08-06,2227.038,8,6,6,31,1,3658.554,523.376,898.188,1620.25,1982.5668571428557,1936.5237666666665
2017-08-07,1980.264,8,7,0,32,0,2227.038,1558.028,2399.96,3479.624,2225.9471428571414,1956.7500333333332
2017-08-08,0.0,8,8,1,32,0,1980.264,892.98,798.742,3848.565,2286.26657142857,1906.7713666666668
2017-08-09,2184.327,8,9,2,32,0,0.0,0.0,2012.3020000000001,2749.21,2158.6979999999985,1778.4858666666667
2017-08-10,608.356,8,10,3,32,0,2184.327,843.1,1142.6799999999998,2413.378,2470.7447142857127,1759.6564333333333
2017-08-11,384.1,8,11,4,32,0,608.356,6401.93,1170.5639999999999,2916.5139999999997,2437.209857142855,1699.489033333333
2017-08-12,7643.041,8,12,5,32,1,384.1,3658.554,1391.294,504.542,1577.5198571428555,1615.0752333333332
2017-08-13,2643.164,8,13,6,32,1,7643.041,2227.038,523.376,3598.9339999999997,2146.732285714284,1853.0252
2017-08-14,440.736,8,14,0,33,0,2643.164,1980.264,1558.028,2132.2290000000003,2206.1788571428556,1821.1662
2017-08-15,1949.872,8,15,1,33,0,440.736,0.0,892.98,316.636,1986.246285714284,1764.7831
2017-08-16,80.564,8,16,2,33,0,1949.872,2184.327,0.0,2191.873,2264.799428571427,1819.2243
2017-08-17,9517.288,8,17,3,33,0,80.564,608.356,843.1,2106.794,1964.2618571428557,1748.8473333333336
2017-08-18,7078.484,8,18,4,33,0,9517.288,384.1,6401.93,0.0,3236.9664285714275,1995.8638
2017-08-19,512.446,8,19,5,33,1,7078.484,7643.041,3658.554,2283.208,4193.306999999999,2231.8132666666666
2017-08-20,692.95,8,20,6,33,1,512.446,2643.164,2227.038,3685.944,3174.6505714285704,2172.787866666667
2017-08-21,8551.054,8,21,0,34,0,692.95,440.736,1980.264,556.3140000000001,2896.04857142857,2073.0214
2017-08-22,524.54,8,22,1,34,0,8551.054,1949.872,0.0,898.188,4054.665428571427,2339.5127333333335
2017-08-23,4590.344,8,23,2,34,0,524.54,80.564,2184.327,2399.96,3851.04657142857,2327.0578000000005
2017-08-24,685.056,8,24,3,34,0,4590.344,9517.288,608.356,798.742,4495.300857142856,2400.0706
2017-08-25,361.988,8,25,4,34,0,685.056,7078.484,384.1,2012.3020000000001,3233.5534285714275,2396.281066666667
2017-08-26,190.66,8,26,5,34,1,361.988,512.446,7643.041,1142.6799999999998,2274.0539999999987,2341.2706000000003
2017-08-27,6190.5380000000005,8,27,6,34,1,190.66,692.95,2643.164,1170.5639999999999,2228.08457142857,2309.5366
2017-08-28,1443.632,8,28,0,35,0,6190.5380000000005,8551.054,440.736,1391.294,3013.454285714284,2476.8690666666666
2017-08-29,235.46800000000002,8,29,1,35,0,1443.632,524.54,1949.872,523.376,1998.1082857142842,2478.6136666666666
2017-08-30,0.0,8,30,2,35,0,235.46800000000002,4590.344,80.564,1558.028,1956.8122857142844,2469.0167333333334
2017-08-31,3162.83,8,31,3,35,0,0.0,685.056,9517.288,892.98,1301.0488571428557,2417.0824666666667
2017-09-01,274.491,9,1,4,35,0,3162.83,361.988,7078.484,0.0,1655.01657142857,2492.744133333333
2017-09-02,773.764,9,2,5,35,1,274.491,190.66,512.446,843.1,1642.5169999999985,2501.8938333333335
2017-09-03,710.804,9,3,6,35,1,773.764,6190.5380000000005,692.95,6401.93,1725.8175714285699,2499.5826333333334
2017-09-04,1626.71,9,4,0,36,0,710.804,1443.632,8551.054,3658.554,942.998428571427,2309.8784333333333
2017-09-05,1078.222,9,5,1,36,0,1626.71,235.46800000000002,524.54,2227.038,969.152428571427,2242.1503
2017-09-06,939.133,9,6,2,36,0,1078.222,0.0,4590.344,1980.264,1089.5458571428555,2203.8564333333334
2017-09-07,1671.214,9,7,3,36,0,939.133,3162.83,685.056,0.0,1223.7077142857127,2169.1520666666665
2017-09-08,0.0,9,8,4,36,0,1671.214,274.491,361.988,2184.327,1010.6197142857127,2224.8592
2017-09-09,4356.061000000001,9,9,5,36,1,0.0,773.764,190.66,608.356,971.4067142857127,2152.0483
2017-09-10,1496.589,9,10,6,36,1,4356.061000000001,710.804,6190.5380000000005,384.1,1483.163428571427,2276.9718000000003
2017-09-11,4751.492,9,11,0,37,0,1496.589,1626.71,1443.632,7643.041,1595.418428571427,2314.0547666666666
2017-09-12,5470.39,9,12,1,37,0,4751.492,1078.222,235.46800000000002,2643.164,2041.8158571428555,2217.6698
2017-09-13,15.92,9,13,2,37,0,5470.39,939.133,0.0,440.736,2669.268428571427,2311.910666666667
2017-09-14,4367.347,9,14,3,37,0,15.92,1671.214,3162.83,1949.872,2537.380857142856,2297.7501333333335
2017-09-15,7285.026,9,15,4,37,0,4367.347,0.0,274.491,80.564,2922.542714285713,2378.332633333333
2017-09-16,849.65,9,16,5,37,1,7285.026,4356.061000000001,773.764,9517.288,3963.2607142857128,2618.4813666666664
2017-09-17,4979.226,9,17,6,37,1,849.65,1496.589,710.804,7078.484,3462.3448571428557,2329.5601
2017-09-18,1511.93,9,18,0,38,0,4979.226,4751.492,1626.71,512.446,3959.8644285714267,2259.5848333333333
2017-09-19,1648.188,9,19,1,38,0,1511.93,5470.39,1078.222,692.95,3497.0698571428557,2292.900966666667
2017-09-20,7359.918,9,20,2,38,0,1648.188,15.92,939.133,8551.054,2951.040999999998,2324.7422333333334
2017-09-21,338.172,9,21,3,38,0,7359.918,4367.347,1671.214,524.54,4000.18357142857,2285.0377000000003
2017-09-22,7871.213,9,22,4,38,0,338.172,7285.026,0.0,4590.344,3424.587142857141,2278.825433333333
2017-09-23,2395.786,9,23,5,38,1,7871.213,849.65,4356.061000000001,685.056,3508.3281428571413,2388.187733333333
2017-09-24,6450.462,9,24,6,38,1,2395.786,4979.226,1496.589,361.988,3729.2047142857123,2445.2120666666665
2017-09-25,1412.213,9,25,0,39,0,6450.462,1511.93,4751.492,190.66,3939.381285714284,2648.1612000000005
2017-09-26,1486.576,9,26,1,39,0,1412.213,1648.188,5470.39,6190.5380000000005,3925.135999999998,2688.879633333333
2017-09-27,0.0,9,27,2,39,0,1486.576,7359.918,15.92,1443.632,3902.04857142857,2532.0809
2017-09-28,559.271,9,28,3,39,0,0.0,338.172,4367.347,235.46800000000002,2850.6317142857124,2483.9598333333333
2017-09-29,1944.08,9,29,4,39,0,559.271,7871.213,7285.026,0.0,2882.217285714284,2494.7532666666666
2017-09-30,540.76,9,30,5,39,1,1944.08,2395.786,849.65,3162.83,2035.4839999999986,2559.5559333333335
2017-10-01,0.0,10,1,6,39,1,540.76,6450.462,4979.226,274.491,1770.4802857142843,2472.1536
2017-10-02,227.103,10,2,0,40,0,0.0,1412.213,1511.93,773.764,848.9857142857127,2463.0039
2017-10-03,1252.952,10,3,1,40,0,227.103,1486.576,1648.188,710.804,679.6842857142841,2444.7818666666667
2017-10-04,755.529,10,4,2,40,0,1252.952,0.0,7359.918,1626.71,646.309428571427,2462.8534666666665
2017-10-05,0.0,10,5,3,40,0,755.529,559.271,338.172,1078.222,754.2421428571413,2433.8141000000005
2017-10-06,2513.343,10,6,4,40,0,0.0,1944.08,7871.213,939.133,674.346285714284,2397.8733666666667
2017-10-07,359.214,10,7,5,40,1,2513.343,540.76,2395.786,1671.214,755.6695714285698,2450.347033333333
2017-10-08,1823.0700000000002,10,8,6,40,1,359.214,0.0,6450.462,0.0,729.734428571427,2406.6137000000003
2017-10-09,2506.646,10,9,0,41,0,1823.0700000000002,227.103,1412.213,4356.061000000001,990.1729999999983,2467.3827
2017-10-10,239.358,10,10,1,41,0,2506.646,1252.952,1486.576,1496.589,1315.8219999999985,2405.7355333333335
2017-10-11,4007.548,10,11,2,41,0,239.358,755.529,0.0,4751.492,1171.0228571428556,2363.8278333333333
2017-10-12,3873.559,10,12,3,41,0,4007.548,0.0,559.271,5470.39,1635.5969999999984,2339.0297
2017-10-13,8405.802,10,13,4,41,0,3873.559,2513.343,1944.08,15.92,2188.96257142857,2285.802
2017-10-14,134.332,10,14,5,41,1,8405.802,359.214,540.76,4367.347,3030.742428571427,2565.4647333333332
2017-10-15,1017.9399999999999,10,15,6,41,1,134.332,1823.0700000000002,0.0,7285.026,2998.6164285714267,2424.3642333333337
2017-10-16,3473.5969999999998,10,16,0,42,0,1017.9399999999999,2506.646,227.103,849.65,2883.597857142856,2215.461366666667
2017-10-17,126.352,10,17,1,42,0,3473.5969999999998,239.358,1252.952,4979.226,3021.7337142857127,2302.926266666667
2017-10-18,0.0,10,18,2,42,0,126.352,4007.548,755.529,1511.93,3005.589999999999,2141.1638000000003
2017-10-19,2781.8702000000003,10,19,3,42,0,0.0,3873.559,0.0,1648.188,2433.0831428571414,2090.7661333333335
2017-10-20,1333.858,10,20,4,42,0,2781.8702000000003,8405.802,2513.343,7359.918,2277.1275999999984,2128.55554
2017-10-21,4537.201,10,21,5,42,1,1333.858,134.332,359.214,338.172,1266.849885714284,1927.6868733333333
2017-10-22,15158.877,10,22,6,42,1,4537.201,1017.9399999999999,1823.0700000000002,7871.213,1895.8311714285699,2067.6545066666667
2017-10-23,3352.3940000000002,10,23,0,43,0,15158.877,3473.5969999999998,2506.646,2395.786,3915.965028571427,2310.57664
2017-10-24,529.0849999999999,10,24,1,43,0,3352.3940000000002,126.352,239.358,6450.462,3898.650314285713,2342.463573333334
2017-10-25,0.0,10,25,2,43,0,529.0849999999999,0.0,4007.548,1412.213,3956.183599999998,2145.08434
2017-10-26,999.868,10,26,3,43,0,0.0,2781.8702000000003,3873.559,1486.576,3956.183599999998,2098.0105733333335
2017-10-27,1086.32,10,27,4,43,0,999.868,1333.858,8405.802,0.0,3701.611857142856,2081.786973333333
2017-10-28,408.726,10,28,5,43,1,1086.32,4537.201,134.332,559.271,3666.2492857142847,2117.99764
2017-10-29,46.96,10,29,6,43,1,408.726,15158.877,1017.9399999999999,1944.08,3076.4671428571414,2112.9794733333338
2017-10-30,4025.73,10,30,0,44,0,46.96,3352.3940000000002,3473.5969999999998,540.76,917.6218571428556,2049.7421400000003
2017-10-31,523.928,10,31,1,44,0,4025.73,529.0849999999999,126.352,0.0,1013.8127142857128,2165.9078066666666
2017-11-01,0.0,11,1,2,44,0,523.928,0.0,0.0,227.103,1013.0759999999984,2183.3720733333334
2017-11-02,1241.5159999999998,11,2,3,44,0,0.0,999.868,2781.8702000000003,1252.952,1013.0759999999984,2175.801973333333
2017-11-03,1973.708,11,3,4,44,0,1241.5159999999998,1086.32,1333.858,755.529,1047.5971428571413,2175.4207733333333
2017-11-04,319.806,11,4,5,44,1,1973.708,408.726,4537.201,0.0,1174.3668571428555,2216.02674
2017-11-05,449.469,11,5,6,44,1,319.806,46.96,15158.877,2513.343,1161.6639999999984,2226.68694
2017-11-06,1580.894,11,6,0,45,0,449.469,4025.73,3352.3940000000002,359.214,1219.165285714284,2157.89114
2017-11-07,1728.892,11,7,1,45,0,1580.894,523.928,529.0849999999999,1823.0700000000002,869.9029999999984,2198.6138066666667
2017-11-08,708.726,11,8,2,45,0,1728.892,0.0,0.0,2506.646,1042.0407142857127,2195.47454
2017-11-09,5564.006,11,9,3,45,0,708.726,1241.5159999999998,999.868,239.358,1143.287285714284,2135.5438733333335
2017-11-10,0.0,11,10,4,45,0,5564.006,1973.708,1086.32,4007.548,1760.7858571428555,2313.0321400000003
2017-11-11,1815.2179999999998,11,11,5,45,1,0.0,319.806,408.726,3873.559,1478.8275714285699,2179.4472066666667
2017-11-12,2823.965,11,12,6,45,1,1815.2179999999998,449.469,46.96,8405.802,1692.4578571428558,2110.83584
2017-11-13,6633.4202000000005,11,13,0,46,0,2823.965,1580.894,4025.73,134.332,2031.67157142857,1924.7746066666666
2017-11-14,834.658,11,14,1,46,0,6633.4202000000005,1728.892,523.928,1017.9399999999999,2753.461028571427,2141.4108800000004
2017-11-15,559.2,11,15,2,46,0,834.658,708.726,0.0,3473.5969999999998,2625.713314285713,2135.30148
2017-11-16,4755.234,11,16,3,46,0,559.2,5564.006,1241.5159999999998,126.352,2604.352457142856,2038.1549133333333
2017-11-17,13694.8828,11,17,4,46,0,4755.234,0.0,1973.708,0.0,2488.8135999999986,2192.45098
2017-11-18,1469.756,11,18,5,46,1,13694.8828,1815.2179999999998,319.806,2781.8702000000003,4445.225428571427,2648.9470733333333
2017-11-19,7397.272,11,19,6,46,1,1469.756,2823.965,449.469,1333.858,4395.873714285713,2605.209933333333
2017-11-20,2988.2740000000003,11,20,0,47,0,7397.272,6633.4202000000005,1580.894,4537.201,5049.203285714284,2807.323733333333
2017-11-21,2236.184,11,21,1,47,0,2988.2740000000003,834.658,1728.892,15158.877,4528.4681142857125,2755.6928333333335
2017-11-22,35.712,11,22,2,47,0,2236.184,559.2,708.726,3352.3940000000002,4728.686114285713,2324.9363999999996
2017-11-23,1153.109,11,23,3,47,0,35.712,4755.234,5564.006,529.0849999999999,4653.902114285713,2214.3803333333335
2017-11-24,4959.641,11,24,4,47,0,1153.109,13694.8828,0.0,0.0,4139.312828571427,2235.1811333333335
2017-11-25,3666.157,11,25,5,47,1,4959.641,1469.756,1815.2179999999998,999.868,2891.421142857141,2400.5025
2017-11-26,5048.1720000000005,11,26,6,47,1,3666.157,7397.272,2823.965,1086.32,3205.1927142857126,2489.3788
2017-11-27,1618.254,11,27,0,48,0,5048.1720000000005,2988.2740000000003,6633.4202000000005,408.726,2869.6069999999986,2621.4405333333334
2017-11-28,6912.944,11,28,1,48,0,1618.254,2236.184,834.658,46.96,2673.8898571428554,2661.7581333333333
2017-11-29,491.888,11,29,2,48,0,6912.944,35.712,559.2,4025.73,3341.998428571427,2890.6242666666667
2017-11-30,6645.282,11,30,3,48,0,491.888,1153.109,4755.234,523.928,3407.1664285714273,2772.829533333333
2017-12-01,848.52,12,1,4,48,0,6645.282,4959.641,13694.8828,0.0,4191.76257142857,2976.874666666666
2017-12-02,0.0,12,2,5,48,1,848.52,3666.157,1469.756,1241.5159999999998,3604.4595714285706,3005.1586666666667
2017-12-03,353.28,12,3,6,48,1,0.0,5048.1720000000005,7397.272,1973.708,3080.722857142856,2963.7748
2017-12-04,69.66,12,4,0,49,0,353.28,1618.254,2988.2740000000003,319.806,2410.0239999999985,2909.7605333333336
2017-12-05,970.384,12,5,1,49,0,69.66,6912.944,2236.184,449.469,2188.7962857142843,2901.4223333333334
2017-12-06,1679.968,12,6,2,49,0,970.384,491.888,35.712,1580.894,1339.8591428571415,2918.7861666666663
2017-12-07,3.816,12,7,3,49,0,1679.968,6645.282,1153.109,1728.892,1509.5848571428558,2922.0886333333333
2017-12-08,3693.084,12,8,4,49,0,3.816,848.52,4959.641,708.726,560.8039999999984,2864.5861000000004
2017-12-09,491.54999999999995,12,9,5,49,1,3693.084,0.0,3666.157,5564.006,967.170285714284,2964.0647
2017-12-10,5635.354,12,10,6,49,1,491.54999999999995,353.28,5048.1720000000005,0.0,1037.3917142857126,2794.9828333333335
2017-12-11,2911.386,12,11,0,50,0,5635.354,69.66,1618.254,1815.2179999999998,1791.9737142857125,2982.8279666666667
2017-12-12,0.0,12,12,1,50,0,2911.386,970.384,6912.944,2823.965,2197.9345714285696,3019.3669
